algorithm,execution_time,success,board,N
simulated_annealing,1.8710823059082031,"(100000.0, 1e-06, 0.9999, False)","[4, 1, 0, 6, 3, 7, 2, 5]",8
simulated_annealing,1.7532551288604736,"(100000.0, 1e-06, 0.9999, False)","[5, 2, 7, 4, 1, 0, 3, 6]",8
simulated_annealing,1.7920846939086914,"(100000.0, 1e-06, 0.9999, False)","[5, 6, 0, 1, 7, 2, 4, 3]",8
genetic,0.006272792816162109,True,"[7, 1, 3, 0, 6, 4, 2, 5]",8,100,1000,0.5
genetic,0.03431558609008789,True,"[3, 6, 4, 1, 5, 0, 2, 7]",8,100,1000,0.5
backtracking,0.0013113021850585938,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
backtracking,0.0,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
backtracking,0.0013189315795898438,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
ant_colony,0.022669553756713867,True,"[4, 1, 7, 0, 3, 6, 2, 5]",8,100,1000,1,2,0.01,100.0
genetic,0.023977279663085938,True,"[4, 1, 3, 6, 2, 7, 5, 0]",8,100,1000,0.5
backtracking,0.0005829334259033203,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
ant_colony,0.018874168395996094,True,"[0, 5, 7, 2, 6, 3, 1, 4]",8,100,1000,1,2,0.01,100.0
genetic,0.011645317077636719,True,"[4, 2, 7, 3, 6, 0, 5, 1]",8,100,1000,0.5
backtracking,0.0009970664978027344,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
ant_colony,0.04633164405822754,True,"[4, 2, 7, 3, 6, 0, 5, 1]",8,100,1000,1,2,0.01,100.0
genetic,0.02671027183532715,True,"[3, 5, 7, 2, 0, 6, 4, 1]",8,100,1000,0.5
simulated_annealing,1.747884750366211,"(100000.0, 1e-06, 0.9999, False)","[6, 5, 2, 0, 1, 7, 4, 3]",8
simulated_annealing,1.7120232582092285,"(100000.0, 1e-06, 0.9999, False)","[4, 1, 6, 3, 7, 2, 5, 0]",8
simulated_annealing,0.008559465408325195,"(10.0, 0.01, 0.99, False)","[0, 6, 5, 7, 2, 3, 1, 4]",8
simulated_annealing,0.005144357681274414,"(10.0, 0.01, 0.99, False)","[1, 4, 6, 0, 5, 7, 3, 2]",8
simulated_annealing,0.004494905471801758,"(10.0, 0.01, 0.99, False)","[4, 0, 2, 6, 5, 3, 1, 7]",8
simulated_annealing,0.016347646713256836,"(10.0, 0.01, 0.99, False)","[1, 0, 3, 2, 4, 7, 5, 6]",8
simulated_annealing,0.02424788475036621,"(10.0, 0.01, 0.99, False)","[6, 3, 1, 2, 5, 0, 7, 4]",8
simulated_annealing,0.010208845138549805,"(10.0, 0.01, 0.99, False)","[1, 5, 4, 0, 6, 2, 3, 7]",8
simulated_annealing,0.007131099700927734,"(10.0, 0.01, 0.99, False)","[0, 6, 4, 2, 7, 3, 1, 5]",8
simulated_annealing,0.007158041000366211,"(10.0, 0.01, 0.99, False)","[5, 7, 4, 0, 1, 3, 6, 2]",8
simulated_annealing,0.005450010299682617,"(10.0, 0.01, 0.99, False)","[2, 7, 1, 0, 4, 6, 3, 5]",8
simulated_annealing,0.00425410270690918,"(10.0, 0.01, 0.99, False)","[3, 1, 0, 6, 5, 2, 4, 7]",8
simulated_annealing,0.00609278678894043,"(10.0, 0.01, 0.99, False)","[2, 7, 5, 4, 0, 1, 6, 3]",8
simulated_annealing,0.015170812606811523,"(10.0, 0.01, 0.99, False)","[7, 5, 0, 4, 6, 2, 1, 3]",8
simulated_annealing,0.0075092315673828125,"(10.0, 0.01, 0.99, False)","[1, 3, 4, 2, 0, 5, 7, 6]",8
simulated_annealing,0.008887767791748047,"(10.0, 0.01, 0.99, False)","[6, 0, 1, 7, 3, 5, 2, 4]",8
simulated_annealing,0.012103796005249023,"(10.0, 0.01, 0.99, False)","[1, 0, 5, 7, 3, 4, 2, 6]",8
simulated_annealing,0.009885549545288086,"(10.0, 0.01, 0.99, False)","[3, 7, 2, 4, 6, 1, 5, 0]",8
simulated_annealing,0.004832744598388672,"(10.0, 0.01, 0.99, False)","[3, 0, 6, 1, 5, 4, 7, 2]",8
simulated_annealing,0.011813163757324219,"(10.0, 0.01, 0.99, False)","[7, 2, 5, 3, 0, 4, 1, 6]",8
simulated_annealing,0.019783496856689453,"(10.0, 0.01, 0.99, False)","[1, 2, 0, 4, 3, 7, 6, 5]",8
ant_colony,0.033648014068603516,True,"[1, 7, 5, 0, 2, 4, 6, 3]",8,100,1000,1,2,0.01,100.0
ant_colony,0.03653120994567871,True,"[0, 5, 7, 2, 6, 3, 1, 4]",8,100,1000,1,2,0.01,100.0
ant_colony,0.03411221504211426,True,"[0, 5, 7, 2, 6, 3, 1, 4]",8,100,1000,1,2,0.01,100.0
ant_colony,0.037101030349731445,True,"[1, 7, 5, 0, 2, 4, 6, 3]",8,100,1000,1,2,0.01,100.0
ant_colony,0.03970479965209961,True,"[3, 7, 0, 2, 5, 1, 6, 4]",8,100,1000,1,2,0.01,100.0
ant_colony,0.0588381290435791,True,"[5, 2, 0, 7, 3, 1, 6, 4]",8,100,1000,1,2,0.01,100.0
ant_colony,0.037018775939941406,True,"[2, 5, 1, 6, 0, 3, 7, 4]",8,100,1000,1,2,0.01,100.0
ant_colony,0.026674985885620117,True,"[6, 1, 5, 2, 0, 3, 7, 4]",8,100,1000,1,2,0.01,100.0
ant_colony,0.03809547424316406,True,"[1, 6, 2, 5, 7, 4, 0, 3]",8,100,1000,1,2,0.01,100.0
ant_colony,0.04509925842285156,True,"[5, 7, 1, 3, 0, 6, 4, 2]",8,100,1000,1,2,0.01,100.0
hill_climbing,0.006207704544067383,False,[],8
hill_climbing,0.0,False,[],8
hill_climbing,0.004546403884887695,False,[],8
genetic,0.010054826736450195,True,"[2, 5, 3, 0, 7, 4, 6, 1]",8,100,1000,0.5
genetic,0.030295372009277344,True,"[2, 4, 6, 0, 3, 1, 7, 5]",8,100,1000,0.5
genetic,0.03879213333129883,True,"[6, 2, 0, 5, 7, 4, 1, 3]",8,100,1000,0.5
genetic,0.012299537658691406,True,"[2, 5, 1, 6, 4, 0, 7, 3]",8,100,1000,0.5
genetic,0.07358145713806152,True,"[3, 7, 4, 2, 0, 6, 1, 5]",8,100,1000,0.5
genetic,0.031606197357177734,True,"[3, 1, 4, 7, 5, 0, 2, 6]",8,100,1000,0.5
hill_climbing,0.0,False,[],8
hill_climbing,0.002969980239868164,False,[],8
hill_climbing,0.001999378204345703,False,[],8
backtracking,0.002991199493408203,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
genetic,0.08545732498168945,True,"[3, 1, 6, 4, 0, 7, 5, 2]",8,1000,10000,0.5
ant_colony,0.08058738708496094,True,"[3, 1, 6, 4, 0, 7, 5, 2]",8,100,1000,1,2,0.01,100.0
brute_force,0.0035858154296875,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
particle_swarm,9.931518316268921,True,"[2, 4, 7, 3, 0, 6, 1, 5]",8,300,10000,0.729,1.49445,1.49445
particle_swarm,0.14857077598571777,True,"[5, 2, 6, 1, 7, 4, 0, 3]",8,300,10000,0.729,1.49445,1.49445
particle_swarm,0.8957459926605225,True,"[2, 5, 3, 1, 7, 4, 6, 0]",8,300,10000,0.729,1.49445,1.49445
ant_colony,0.08529901504516602,True,"[4, 0, 7, 5, 2, 6, 1, 3]",8,100,1000,1,2,0.01,100.0
genetic,0.07621645927429199,True,"[6, 2, 7, 1, 4, 0, 5, 3]",8,1000,10000,0.5
backtracking,0.0,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
brute_force,0.0018436908721923828,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
particle_swarm,63.29397392272949,False,"[3, 0, 6, 2, 5, 1, 4, 7]",8,300,10000,0.729,1.49445,1.49445
ant_colony,0.07312464714050293,True,"[1, 7, 5, 0, 2, 4, 6, 3]",8,100,1000,1,2,0.01,100.0
brute_force,0.002125263214111328,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
particle_swarm,0.11938595771789551,True,"[2, 5, 3, 0, 7, 4, 6, 1]",8,300,10000,0.729,1.49445,1.49445
genetic,0.05211210250854492,True,"[1, 7, 5, 0, 2, 4, 6, 3]",8,1000,10000,0.5
backtracking,0.0010542869567871094,True,"[0, 4, 7, 5, 2, 6, 1, 3]",8
particle_swarm,2.4081952571868896,True,"[2, 5, 1, 6, 0, 3, 7, 4]",8,300,10000,0.729,1.49445,1.49445
